MOF, H,C,N,F,Cl,Br,Zn,Cu,Cd,Co,Mn,Ag,Ni,Fe,Mo,In,metal type, total degree of unsaturation,metalic percentage, oxygetn-to-metal ratio,electronegtive-to-total ratio, weighted electronegativity per atom, nitrogen to oxygen 
HOQMIL04_clean.cif,32,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0, ,36,7.692307692,5,0.214285714,0.722857143,0.2
HOQMIL_clean.cif,64,104,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,71,7.692307692,5,0.214285714,0.722857143,0.2
HOQMUX_clean.cif,64,104,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,71,7.692307692,5,0.214285714,0.722857143,0.2
HOQNEI_clean.cif,64,104,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,71,7.692307692,5,0.214285714,0.722857143,0.2
HOQNOS_clean.cif,32,120,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,103,6.666666667,5,0.230769231,0.778461538,0.2
HORCOH_clean.cif,4,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,25,14.28571429,6,0.470588235,1.571764706,0.333333333
HORCUN_clean.cif,4,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,25,14.28571429,6,0.470588235,1.571764706,0.333333333
HORHAY_clean.cif,198,198,72,0,0,0,0,0,6,0,0,0,0,0,0,0, Cd,82,3.03030303,0,0.151898734,0.461772152,0
HORHEC_clean.cif,198,198,72,0,0,0,0,0,6,0,0,0,0,0,0,0, Cd,82,3.03030303,0,0.151898734,0.461772152,0
HORHIG_clean.cif,198,198,72,0,0,0,0,0,6,0,0,0,0,0,0,0, Cd,82,3.03030303,0,0.151898734,0.461772152,0
HOTFED_clean.cif,48,88,24,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,59,13.63636364,2.666666667,0.274509804,0.897254902,0.75
HOTWUJ_clean.cif,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,13,20,6,0.375,1.29,0
HOVGEG_clean.cif,108,168,0,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,115,14.28571429,3.166666667,0.20212766,0.695319149,0
HOVGIK_clean.cif,84,132,36,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,82,3.03030303,4,0.191176471,0.604705882,2.25
HOVJIN_clean.cif,16,28,4,0,0,0,0,0,0,0,0,2,0,0,0,0, Ag,20,14.28571429,4,0.294117647,0.988235294,0.25
HOVQAM_clean.cif,120,168,24,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,103,2.380952381,0,0.075949367,0.230886076,0
HOVQUG_clean.cif,160,320,96,0,0,0,0,40,0,0,0,0,0,0,0,0, Cu,217,12.5,4.8,0.356435644,1.178613861,0.5
HOWJEK_clean.cif,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0, Mn,1,0,4,0.666666667,2.293333333,0
HOWPEQ_clean.cif,32,32,48,0,0,0,0,0,0,0,0,8,0,0,0,0, Ag,5,25,0,0.4,1.216,0
HOWPIU_clean.cif,32,32,48,0,0,0,0,0,0,0,0,8,0,0,0,0, Ag,5,25,0,0.4,1.216,0
HOWPOZ_clean.cif,72,80,24,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,39,10,4,0.259259259,0.847407407,0.75
HOWPUF_clean.cif,48,68,16,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,41,11.76470588,4,0.279069767,0.922790698,0.5
HOWQAM_clean.cif,56,96,16,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,65,8.333333333,4,0.230769231,0.763076923,0.5
HOWQEQ_clean.cif,56,96,16,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,65,8.333333333,4,0.230769231,0.763076923,0.5
HOWQOA_clean.cif,96,172,28,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,118,9.302325581,4,0.244680851,0.811914894,0.4375
HOWROC_clean.cif,96,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,145,12.5,4.5,0.257142857,0.884571429,0
HOWSAP_clean.cif,80,112,8,0,0,0,0,12,0,0,0,0,0,0,0,0, Cu,71,10.71428571,4.666666667,0.23880597,0.809552239,0.142857143
HOWSET_clean.cif,160,284,16,0,0,0,0,32,0,0,0,0,0,0,0,0, Cu,201,11.26760563,4.5,0.251572327,0.855345912,0.111111111
HOWSIX_clean.cif,160,284,16,0,0,0,0,32,0,0,0,0,0,0,0,0, Cu,201,11.26760563,4.5,0.251572327,0.855345912,0.111111111
HOXGEH_clean.cif,108,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,25,15.38461538,2.5,0.131578947,0.452631579,0
HOXJIO_charged.cif,100,124,0,12,0,0,0,0,0,0,0,6,0,0,0,0, Ag,69,4.838709677,2.333333333,0.095588235,0.352647059,0
HOXKIP_clean.cif,24,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,61,11.11111111,6,0.292682927,1.006829268,0
HOXKUB_clean.cif,24,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,61,11.11111111,6,0.292682927,1.006829268,0
HOXRUJ_clean.cif,16,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,23,25,6,0.5,1.691428571,0.166666667
HOXSAQ_clean.cif,0,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0, ,31,25,4,0.5,1.68,0.25
HOXSIY_clean.cif,28,60,0,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,47,10,4,0.203389831,0.699661017,0
HOXSUK_clean.cif,96,176,0,0,0,0,0,0,0,0,0,0,12,0,0,0, Ni,129,6.818181818,3.333333333,0.12345679,0.424691358,0
HOYREU_clean.cif,16,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0, ,29,30,2.666666667,0.413793103,1.368275862,0.5
HOYRIY_clean.cif,16,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0, ,29,30,2.666666667,0.413793103,1.368275862,0.5
HOYROE_clean.cif,24,60,24,0,0,0,0,0,0,0,0,0,0,0,0,0, ,43,30,2.666666667,0.413793103,1.368275862,0.5
HOYTUL_clean.cif,26,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0, ,28.5,19.04761905,4,0.333333333,1.125614035,0.1875
HOZBUV_clean.cif,32,32,20,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,12,12.5,3,0.32,1.0208,1.666666667
HOZDIL_clean.cif,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,25,22.22222222,4.5,0.310344828,1.067586207,0
HOZFEJ_clean.cif,68,96,24,0,0,0,0,0,0,0,0,0,0,0,0,0, ,57,4.166666667,6,0.222222222,0.72,1
HOZFIN_clean.cif,48,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,85,24.07407407,2.846153846,0.2890625,0.994375,0
HOZTOG_clean.cif,144,192,144,0,0,0,0,36,0,0,0,0,0,0,0,0, Cu,73,21.875,0,0.252631579,0.768,0
HOZXEB_clean.cif,64,32,160,0,36,0,0,0,36,0,0,0,0,0,0,0, Cd,-57,112.5,0,0.597560976,1.829756098,0
HUBQEC_clean.cif,144,108,48,0,0,0,0,6,0,0,0,0,0,0,24,0, CuMo,25,27.77777778,1.8,0.264935065,0.861506494,0.888888889
HUCBAJ_charged.cif,56,112,0,0,0,0,0,0,0,0,0,0,0,0,0,4, In,85,7.142857143,4.5,0.169811321,0.584150943,0
HUCBEN_manual.cif,28,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2, In,43,3.571428571,8,0.156862745,0.539607843,0
HUCFAO_clean.cif,50,48,12,0,0,0,0,0,0,0,6,0,0,0,0,0, Mn,21,12.5,7,0.341772152,1.145316456,0.285714286
HUCLIB_clean.cif,32,56,8,0,0,0,0,0,0,0,0,4,0,0,0,0, Ag,39,14.28571429,4,0.294117647,0.988235294,0.25
HUCSEF_clean.cif,240,240,0,0,0,0,0,16,0,0,0,0,0,0,0,0, Cu,121,6.666666667,4,0.114285714,0.393142857,0
HUCWOT_clean.cif,48,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,58,4.761904762,6,0.209302326,0.692093023,0.5
HUCWUZ_clean.cif,48,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,58,4.761904762,6,0.209302326,0.692093023,0.5
HUCXAG_clean.cif,48,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,58,4.761904762,6,0.209302326,0.692093023,0.5
HUCXEK_clean.cif,48,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,58,4.761904762,6,0.209302326,0.692093023,0.5
HUCXIO_clean.cif,48,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,58,4.761904762,6,0.209302326,0.692093023,0.5
HUCXOU_clean.cif,48,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,58,4.761904762,6,0.209302326,0.692093023,0.5
HUCXUA_clean.cif,48,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0, ,58,4.761904762,6,0.209302326,0.692093023,0.5
HUDMAW_clean.cif,48,72,24,0,0,0,0,0,0,6,0,0,0,0,0,0, Co,43,11.11111111,3,0.272727273,0.883636364,1
HUDMEA_clean.cif,54,72,24,0,0,0,0,0,0,6,0,0,0,0,0,0, Co,40,11.11111111,3,0.263736264,0.854505495,1
HUDWUA_clean.cif,30,54,0,0,0,0,0,5,0,0,0,0,0,0,0,0, Cu,40,9.259259259,4,0.183486239,0.631192661,0
HUFHEX_clean.cif,144,162,72,0,0,0,0,0,0,0,0,18,0,0,0,0, Ag,73,11.11111111,0,0.181818182,0.552727273,0
HUFHIB_clean.cif,144,162,72,0,0,0,0,0,0,0,0,18,0,0,0,0, Ag,73,11.11111111,0,0.181818182,0.552727273,0
HUFHOH_clean.cif,144,162,72,0,0,0,0,0,0,0,0,18,0,0,0,0, Ag,73,11.11111111,0,0.181818182,0.552727273,0
HUFHUN_clean.cif,144,162,72,0,0,0,0,0,0,0,0,18,0,0,0,0, Ag,73,11.11111111,0,0.181818182,0.552727273,0
HUFJAV_clean.cif,144,162,72,0,0,0,0,0,0,0,0,18,0,0,0,0, Ag,73,11.11111111,0,0.181818182,0.552727273,0
HUFJEZ_clean.cif,144,162,72,0,0,0,0,0,0,0,0,18,0,0,0,0, Ag,73,11.11111111,0,0.181818182,0.552727273,0
HUFJID_clean.cif,160,180,80,0,0,0,0,0,0,0,0,20,0,0,0,0, Ag,81,11.11111111,0,0.181818182,0.552727273,0
HUFKUQ_clean.cif,196,264,28,0,0,0,0,0,12,0,0,0,0,0,0,0, Cd,160,4.545454545,6.333333333,0.180555556,0.601666667,0.368421053
HUFLUR_clean.cif,0,32,0,16,0,0,0,0,0,0,0,0,0,0,0,0, ,25,12.5,4,0.470588235,1.745882353,0
HUFMUS_clean.cif,0,32,4,16,0,0,0,0,0,0,0,0,0,0,0,0, ,24,12.5,7,0.571428571,2.04952381,0.142857143
HUFYIS_clean.cif,84,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,31,16.66666667,6,0.3,1.032,0
HUGTOT_clean.cif,846,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,-26,9.090909091,2,0.051282051,0.176410256,0
HUHBET_clean.cif,448,256,0,0,0,0,0,0,0,0,48,0,0,0,0,0, Mn,33,31.25,2.6,0.209677419,0.721290323,0
HUHBUJ_clean.cif,480,416,48,0,0,16,0,0,16,0,0,0,0,0,0,0, Cd,157,5.769230769,2.166666667,0.111969112,0.359227799,0.923076923
HUHJAW_clean.cif,16,12,16,0,2,0,0,0,3,0,0,0,0,0,0,0, Cd,0,25,0,0.367346939,1.121632653,0
HUHJOL_clean.cif,250,140,0,0,0,0,0,0,0,0,24,0,0,0,0,0, Mn,16,27.14285714,2.631578947,0.189393939,0.651515152,0
HUHNIJ_clean.cif,380,312,32,0,0,0,0,0,8,0,0,0,0,0,0,0, Cd,115,5.128205128,1.75,0.078125,0.252083333,1.142857143
HUJGEA_clean.cif,88,184,0,0,0,0,0,16,0,0,0,0,0,0,0,0, Cu,141,8.695652174,4.5,0.2,0.688,0
HUJVOX_clean.cif,48,48,32,0,0,0,0,4,0,0,0,0,0,0,0,0, Cu,17,8.333333333,0,0.242424242,0.736969697,0
HUKQUZ_charged.cif,252,252,72,0,12,0,0,0,6,0,0,0,0,0,0,0, Cd,103,2.380952381,8,0.205607477,0.657196262,1.5
HUKRIO_clean.cif,0,42,24,0,0,0,0,0,0,1,0,0,0,0,0,0, Co,37,2.380952381,0,0.358208955,1.088955224,0
HULCOI_clean.cif,320,528,96,0,0,0,0,48,0,0,0,0,0,0,0,0, Cu,345,9.090909091,5.666666667,0.291139241,0.971139241,0.352941176
HULRIR_clean.cif,80,192,24,0,0,0,0,0,24,0,0,0,0,0,0,0, Cd,147,12.5,4,0.288461538,0.969230769,0.25
HULTEN_clean.cif,64,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,-31,0,5.333333333,0.516129032,1.775483871,0
HULTEP_clean.cif,144,180,108,0,0,0,0,0,0,6,0,0,0,0,0,0, Co,82,3.333333333,0,0.246575342,0.749589041,0
HUMQUC_charged.cif,48,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0, ,12,20,10,0.510204082,1.714285714,0.25
HUMWIX_clean.cif,288,264,0,0,3,0,0,6,0,0,6,0,0,0,0,0, CuMn,119.5,4.545454545,4,0.081861958,0.280256822,0
HUNBEX_clean.cif,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,13,50,4.333333333,0.590909091,2.032727273,0
HUNBIB_clean.cif,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0, Fe,9,100,6,0.631578947,2.172631579,0
HUNCIE_clean.cif,176,400,0,0,0,0,0,16,0,0,0,0,0,0,0,0, Cu,313,4,6,0.139534884,0.48,0
HUNCUQ_clean.cif,96,168,0,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,121,7.142857143,6,0.2,0.688,0
HUNFIH_clean.cif,112,104,16,0,0,0,0,0,0,0,0,0,6,0,0,0, Ni,45,17.30769231,1.333333333,0.145985401,0.478832117,0.666666667
HUNFON_clean.cif,112,104,16,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,45,17.30769231,1.333333333,0.145985401,0.478832117,0.666666667
HUPQIU_clean.cif,648,864,0,0,0,0,48,0,0,0,0,0,0,0,0,0, Zn,541,5.555555556,5.0625,0.134775374,0.463627288,0
HUQGOR_clean.cif,116,180,8,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,121,3.333333333,4,0.095808383,0.32,0.333333333
HUQGUX_clean.cif,116,180,8,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,121,3.333333333,4,0.095808383,0.32,0.333333333
HUQHAE_clean.cif,116,180,8,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,121,3.333333333,4,0.095808383,0.32,0.333333333
HUQHEI_clean.cif,112,176,12,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,118,3.409090909,4,0.109090909,0.360727273,0.5
HUQHIM_clean.cif,228,356,20,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,238,3.370786517,4.333333333,0.107784431,0.358802395,0.384615385
HUQHOS_clean.cif,112,176,8,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,119,3.409090909,4,0.098159509,0.327852761,0.333333333
HUQHUY_clean.cif,480,752,32,0,0,0,24,0,0,0,0,0,0,0,0,0, Zn,505,3.191489362,4,0.092485549,0.308901734,0.333333333
HURFEH_clean.cif,136,144,48,0,0,0,20,0,0,0,0,0,0,0,0,0, Zn,65,13.88888889,2.6,0.25,0.812,0.923076923
HURFIL_clean.cif,192,176,36,0,0,0,20,0,0,0,0,0,0,0,0,0, Zn,72,11.36363636,3.2,0.204918033,0.675409836,0.5625
HURFOR_clean.cif,140,144,36,0,0,0,20,0,0,0,0,0,0,0,0,0, Zn,66,13.88888889,3.2,0.247524752,0.815841584,0.5625
HURFUX_clean.cif,148,144,48,0,0,0,20,0,0,0,0,0,0,0,0,0, Zn,59,13.88888889,2.6,0.242718447,0.788349515,0.923076923
HURGAE_clean.cif,200,176,36,0,0,0,20,0,0,0,0,0,0,0,0,0, Zn,68,11.36363636,3.2,0.201612903,0.664516129,0.5625
HURGEH_clean.cif,36,108,0,0,0,0,0,0,0,12,0,0,0,0,0,0, Co,91,11.11111111,6,0.315789474,1.086315789,0
HURGUX01_clean.cif,64,80,4,0,0,0,0,0,0,0,0,0,6,0,0,0, Ni,48,7.5,4,0.157303371,0.532134831,0.166666667
HURGUX_clean.cif,64,80,4,0,0,0,0,0,0,0,0,0,6,0,0,0, Ni,48,7.5,4,0.157303371,0.532134831,0.166666667
HURNOX_clean.cif,28,20,4,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,6,20,4,0.277777778,0.933333333,0.25
HURQUG_clean.cif,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,13,16.66666667,7.5,0.365853659,1.258536585,0
HUSGAE_clean.cif,8,16,32,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,5,25,0,0.533333333,1.621333333,0
HUSJUC_clean.cif,36,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,67,4.761904762,6,0.162162162,0.557837838,0
HUSQES_clean.cif,72,56,24,0,0,0,0,0,0,0,0,0,0,0,8,0, Mo,15,14.28571429,1,0.19047619,0.598095238,3
HUTTIA_clean.cif,104,184,16,48,0,0,8,0,0,0,0,0,0,0,0,0, Zn,105,4.347826087,4,0.244897959,0.892244898,0.5
HUTZEB_clean.cif,32,48,0,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,33,16.66666667,3.5,0.24137931,0.830344828,0
HUVHIR_clean.cif,26,24,12,0,0,0,6,0,0,0,0,0,0,0,0,0, Zn,9,25,5,0.403846154,1.343076923,0.4
HUVHOX_clean.cif,32,36,20,0,0,0,8,0,0,0,0,0,0,0,0,0, Zn,16,22.22222222,5.5,0.432432432,1.433513514,0.454545455
HUVNAP_clean.cif,640,768,64,0,0,0,0,0,0,0,0,0,0,32,0,0, Fe,433,7.291666667,3.857142857,0.160550459,0.537614679,0.296296296
HUWDEJ_clean.cif,48,48,8,0,0,0,0,0,0,0,0,2,0,0,0,0, Ag,23,4.166666667,0,0.075471698,0.229433962,0
HUWHOY_clean.cif,68,92,12,0,0,0,0,0,4,0,0,0,0,0,0,0, Cd,56,4.347826087,7,0.196078431,0.650980392,0.428571429
HUWLUI_clean.cif,24,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,31,4.761904762,8,0.186046512,0.64,0
HUWPIA_clean.cif,256,320,64,0,32,0,0,0,0,0,0,0,0,0,0,0, ,161,5,0,0.139534884,0.429767442,0
HUWSUN_clean.cif,144,168,24,0,0,0,0,0,0,4,0,0,0,0,0,0, Co,91,2.380952381,6,0.131868132,0.427252747,1
HUWZIK_clean.cif,16,32,32,0,0,0,0,0,12,0,0,0,0,0,0,0, Cd,17,37.5,1,0.423076923,1.332307692,2.666666667
HUXDOT_clean.cif,72,96,72,0,0,0,0,0,0,0,0,16,0,0,0,0, Ag,43,16.66666667,0,0.28125,0.855,0
HUXHEP01_clean.cif,56,64,10,0,0,0,0,0,6,0,0,0,0,0,0,0, Cd,34.5,9.375,4.666666667,0.231707317,0.772682927,0.357142857
HUXHEP_clean.cif,40,68,14,0,0,0,0,0,6,0,0,0,0,0,0,0, Cd,45.5,8.823529412,4.666666667,0.269230769,0.89025641,0.5
HUXHUF_clean.cif,96,130,16,0,0,0,0,0,6,0,0,0,0,0,0,0, Cd,79,4.615384615,4.666666667,0.15942029,0.525217391,0.571428571
HUXWAY_clean.cif,48,48,0,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,25,20.83333333,6,0.361445783,1.243373494,0
HUYFAJ_clean.cif,208,688,0,0,0,0,0,48,0,0,0,0,0,0,0,0, Cu,585,6.976744186,4,0.169014085,0.581408451,0
HUYJOA_clean.cif,152,208,24,0,0,0,0,0,0,0,0,0,12,0,0,0, Ni,127,5.769230769,4.666666667,0.17699115,0.587610619,0.428571429
HUYJUG_clean.cif,192,216,24,0,0,0,0,0,0,0,0,0,12,0,0,0, Ni,115,5.555555556,4,0.146341463,0.483902439,0.5
HUYKAN_clean.cif,192,216,24,0,0,0,0,0,0,0,0,0,12,0,0,0, Ni,115,5.555555556,4,0.146341463,0.483902439,0.5
HUYKER_clean.cif,624,528,48,0,0,0,0,0,0,0,0,0,24,0,0,0, Ni,205,4.545454545,6,0.140350877,0.46877193,0.333333333
HUYKIV_clean.cif,48,384,48,0,0,0,0,0,0,0,0,0,24,0,0,0, Ni,349,6.25,4,0.24,0.7936,0.5
HUYKOB_clean.cif,384,576,48,0,0,0,0,0,0,0,0,0,24,0,0,0, Ni,373,4.166666667,6,0.163265306,0.545306122,0.333333333
HUYKUH_clean.cif,168,240,24,0,0,0,0,0,0,0,0,0,12,0,0,0, Ni,151,5,8,0.222222222,0.746666667,0.25
HUYXOP_clean.cif,124,156,32,0,0,0,0,0,0,0,0,0,8,0,0,0, Ni,87,5.128205128,3,0.162790698,0.522790698,1.333333333
HUYXUV_clean.cif,124,156,32,0,0,0,0,0,0,8,0,0,0,0,0,0, Co,87,5.128205128,3,0.162790698,0.522790698,1.333333333
HUZFEO_clean.cif,60,72,24,0,0,0,0,0,2,0,0,0,0,0,0,0, Cd,37,2.777777778,0,0.151898734,0.461772152,0
HUZFIS_charged.cif,84,120,24,0,4,0,0,0,2,0,0,0,0,0,0,0, Cd,71,1.666666667,8,0.176,0.56256,1.5
HUZFOY_charged.cif,54,78,12,0,2,0,0,0,1,0,0,0,0,0,0,0, Cd,48,1.282051282,8,0.141935484,0.453677419,1.5
HUZKUJ_clean.cif,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8, In,4,100,5.75,0.56097561,1.929756098,0
HUZLIY_clean.cif,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16, In,-25,0,6,0.5,1.72,0
HUZSOL_clean.cif,176,240,8,0,0,0,12,0,0,0,0,0,0,0,0,0, Zn,151,8.333333333,3,0.134920635,0.457777778,0.133333333
HUZSUR_clean.cif,62,116,2,0,0,0,4,0,0,0,0,0,0,0,0,0, Zn,85.5,8.620689655,3,0.145454545,0.496727273,0.066666667
HUZXAD_clean.cif,296,424,16,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,273,3.773584906,6,0.132075472,0.446792453,0.166666667
HUZXEH_clean.cif,304,432,16,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,277,3.703703704,6,0.12962963,0.438518519,0.166666667
HUZXIL_clean.cif,320,448,16,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,285,3.571428571,6,0.125,0.422857143,0.166666667
HUZXOR_clean.cif,328,448,16,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,281,3.571428571,6,0.123893805,0.419115044,0.166666667
HUZXUX_clean.cif,424,496,16,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,281,3.225806452,6,0.106870229,0.361526718,0.166666667
HUZYAE_clean.cif,384,480,16,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,285,3.333333333,6,0.112903226,0.381935484,0.166666667
HUZYEI_clean.cif,408,488,24,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,279,3.278688525,5.5,0.109375,0.366875,0.272727273
HUZYIM_clean.cif,528,544,16,0,0,0,16,0,0,0,0,0,0,0,0,0, Zn,277,2.941176471,6,0.093333333,0.315733333,0.166666667
IBABOF01_clean.cif,80,120,20,0,0,0,0,0,0,8,0,0,0,0,0,0, Co,76,6.666666667,6,0.23943662,0.795492958,0.416666667
IBABOF_clean.cif,80,120,20,0,0,0,0,0,0,8,0,0,0,0,0,0, Co,76,6.666666667,6,0.23943662,0.795492958,0.416666667
IBABUL_clean.cif,80,120,20,0,0,0,0,0,0,8,0,0,0,0,0,0, Co,76,6.666666667,6,0.23943662,0.795492958,0.416666667
IBACAS_clean.cif,80,120,20,0,0,0,0,0,0,8,0,0,0,0,0,0, Co,76,6.666666667,6,0.23943662,0.795492958,0.416666667
IBAPEJ_clean.cif,8,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0, ,28,12.5,6,0.388888889,1.315555556,0.166666667
IBAPOS_clean.cif,56,128,14,16,2,0,3,0,0,0,0,0,0,1,0,0, ZnFe,88.5,3.125,2,0.175438596,0.614385965,1.75
IBAQAF_clean.cif,56,128,14,20,0,0,3,0,0,0,1,0,0,0,0,0, ZnMn,87.5,3.125,2,0.182608696,0.650782609,1.75
IBAQEJ_clean.cif,56,128,14,20,0,0,4,0,0,0,0,0,0,0,0,0, Zn,87.5,3.125,2,0.182608696,0.650782609,1.75
IBARUA_clean.cif,60,48,12,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,16,20.83333333,4.8,0.337078652,1.13258427,0.25
IBASAH_clean.cif,60,48,12,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,16,20.83333333,4.8,0.337078652,1.13258427,0.25
IBASEL_clean.cif,60,48,12,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,16,20.83333333,4.8,0.337078652,1.13258427,0.25
IBASOV_clean.cif,60,48,12,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,16,20.83333333,4.8,0.337078652,1.13258427,0.25
IBASUB_clean.cif,60,48,12,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,16,20.83333333,4.8,0.337078652,1.13258427,0.25
IBATEM_clean.cif,60,48,12,0,0,0,0,6,0,0,0,0,0,0,0,0, Cu,16,20.83333333,4.8,0.337078652,1.13258427,0.25
IBEYOE_clean.cif,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0, CdMo,1,0,3.333333333,0.684931507,2.356164384,0
IBICAZ_clean.cif,90,66,12,0,6,0,6,0,0,0,0,0,0,0,0,0, Zn,16,9.090909091,2,0.15625,0.50375,1
IBICED_clean.cif,90,66,12,0,0,6,6,0,0,0,0,0,0,0,0,0, Zn,16,9.090909091,2,0.15625,0.4975,1
IBICIH_clean.cif,90,66,12,0,6,0,6,0,0,0,0,0,0,0,0,0, Zn,16,9.090909091,2,0.15625,0.50375,1
IBICON_clean.cif,90,66,12,0,0,6,6,0,0,0,0,0,0,0,0,0, Zn,16,9.090909091,2,0.15625,0.4975,1
IBIRES_clean.cif,160,200,40,0,0,8,0,24,0,0,0,0,0,0,0,0, Cu,107,16,0,0.103448276,0.313103448,0
IBITEU_clean.cif,120,168,48,48,0,0,0,0,0,0,4,0,0,0,0,0, Mn,73,2.380952381,0,0.24742268,0.868453608,0
IBITUK_clean.cif,50,56,18,0,0,0,0,3,0,0,0,0,0,0,0,0, Cu,27.5,5.357142857,6,0.248275862,0.804413793,1
IBIYOI_ion_b.cif,192,240,48,0,0,0,0,32,0,0,0,0,0,0,0,0, Cu,125,16.66666667,0,0.036281179,0.110294785,0
IBIYUO_clean.cif,256,544,96,0,0,0,0,64,0,0,0,0,0,0,0,0, Cu,377,14.70588235,0,0.089552239,0.272238806,0
IBOTAU_clean.cif,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0, Zn,1,0,3.428571429,0.648648649,2.231351351,0
IBOTEY_clean.cif,384,480,96,0,0,0,0,0,0,0,0,0,0,0,0,0, ,265,2.5,8,0.179775281,0.58247191,1
IBOTIC_clean.cif,128,160,32,0,0,0,0,0,0,0,0,0,0,0,0,0, ,89,2.5,8,0.179775281,0.58247191,1
IBOTOI_clean.cif,64,80,16,0,0,0,0,0,0,0,0,0,0,0,0,0, ,45,2.5,8,0.179775281,0.58247191,1
IBOWIH_charged.cif,234,216,36,0,0,12,6,0,0,0,0,0,0,0,0,0, Zn,85,2.777777778,3,0.126436782,0.396321839,2
